"title","content","date","variant","images","verified","author","rating","product","url"
"Love them","Love these shoes? A bit too expensive but worth it.","06 Mar 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Shauna Exner","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_11?ie=UTF8&reviewerType=all_reviews&pageNumber=11&sortBy=recent
"
"Good","Great","03 Feb 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Christopher Foster","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_11?ie=UTF8&reviewerType=all_reviews&pageNumber=11&sortBy=recent
"
"Nice style","I like them,I am using them for work.","24 Sep 2018","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Rosie Daniels","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_11?ie=UTF8&reviewerType=all_reviews&pageNumber=11&sortBy=recent
"
"Very nice shoes","I adore the shoes they are awesome and gorgeous","24 Dec 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","s s","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_11?ie=UTF8&reviewerType=all_reviews&pageNumber=11&sortBy=recent
"
"Great shoe","Love everything about this shoe.. looks great.. nothing negative to say... casual wear","15 Oct 2018","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Dawn Wood","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_11?ie=UTF8&reviewerType=all_reviews&pageNumber=11&sortBy=recent
"
"Cant go wrong with Nike!","Great comfortable shoe","25 Oct 2018","Size: 11 Color: White/Metallic Silver/Dark Grey","","Yes","Lenore","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_11?ie=UTF8&reviewerType=all_reviews&pageNumber=11&sortBy=recent
"
"good looking shoe and comfortable love them","very comfortable and a very good looking shoe to ma as in pretty they have my favorite colors i was worried about the size cuz i normally wear a size 6 1/2 and they where sold out so i went ahead and got a size 7 and they fit great i dont run so not really sure how they feel during a run but im gonna go ahead and give them 5 stars love my nike","04 Mar 2020","Size: 7 Color: Black/White/Mtlc Cool Grey","","Yes","Katherine Moore","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Great shoe","Very comfortable","26 Dec 2018","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Pamela Thornton","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"PERFECT WALKIN SHOE :)","Ahhhhh . This is a perfect walking shoe","05 May 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Lil","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Love these!","Fit amazing! I order 1/2 size larger in a sneaker for socks. Putting them on makes you want to run lol","22 Jun 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Dawn Werley","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Runs very small","I was so excited to get these shoes then they came damaged and 2 sizes too small minimum even though the shoe and box said they were the right size.","01 Jun 2019","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Chelsae Raine","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Nice shoe","👍👍","14 Dec 2018","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Bookie","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"So far so good","But to large because I followed the advice on reviews and ordered then 1/2 size larger.  Won't do that again. No fault to the shoe","19 Feb 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Lilasmeemaw","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Highly recommend","Great product and true to size fit","01 Jan 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Wendi Hulsey","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"True fit","I work in a warehouse 10 hours a day on my feet. The cushion in it helps my heals.","04 Oct 2019","Size: 7.5 Color: Black/White/Mtlc Cool Grey","","Yes","vicki","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Best fit EVER!!","Shoe is like the Ruby Slippers! Beautiful! So comfortable! Want another pair!!","16 Jan 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Alissa Tyau","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_12?ie=UTF8&reviewerType=all_reviews&pageNumber=12&sortBy=recent
"
"Super Cool Kicks","I get many compliments on these shoes. They are hard to keep clean but worth every penny.","10 Dec 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Perfect","Absolutely perfect will be buying another pair","22 Sep 2019","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","samantha murphree","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Very nice supportive shoe once I change insert","Love this running shoe for treadmill!","09 Jan 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","pamela l.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Too heavy.","This sneaker is very heavy. When running it feels like you have lead in your shoes. Also for a size 9 I had to pay $40 more. If I ordered any other size the shoe was $40 less. Must be the extra lead they put in the size 9. For how much I paid, the sneaker was not what was expected.","05 Nov 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Great shoe.","Great quality for the price.","05 Jan 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","CC","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Great quality product","Christmas present for my wife,she loved them and had many compliments on the way they looked","29 Dec 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Phillip duggan","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Four Stars","Fits great, very comfortable.  Little wide at toes.","28 May 2016","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Love them","Love the shoe fits great","05 May 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","jeannie holland","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Fashionista","Like the shoe over all","05 Jan 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Pee","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Cute","So cute and comfortable","30 Dec 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Erica D Mardis","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_13?ie=UTF8&reviewerType=all_reviews&pageNumber=13&sortBy=recent
"
"Returned them","Terribly made. Had to return them.","28 Dec 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Teena Mulcahy","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Thumbs up","Love the look, fit is just right. Thumbs up","23 Apr 2020","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Cathi Henry","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Makes my foot look so long","Loved these shoes . Just to narrow for my foot.","14 Oct 2019","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Wrong product","Sent the wrong product totally different from picture.","13 Aug 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Vincent","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Comfortable","Comfortable and fits","16 Dec 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Anna Fleischhacker","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Love these","Love the look and fit","23 Jan 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Daphne","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"great shoes","2nd pair. love these shoes.","21 Nov 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Bonnie j hirsch","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"love these shoes","love these shoes, they are hard to find and last a long time.","15 Jan 2020","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","marcia","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Comfy","Comfy and a Good price","26 Oct 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","lovemyamazon","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Very comfortable fits as expected","Very comfortable. This is my second pair I have purchased. Best shoes ever for working","22 Apr 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","L. Twinam","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_14?ie=UTF8&reviewerType=all_reviews&pageNumber=14&sortBy=recent
"
"Love love love these!!!","I’m a prison nurse and CONSTANTLY on my feet. These are the BEST shoes ever!!!","20 Dec 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Catherine Del Vecchio","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Order 2","Love them. Will likely purchase another pair so I’ll have backup. Also department stores in detroit area did not carry my size. Largest was size 9. Lots of compliments.","10 May 2019","Size: 11 Color: White/Metallic Silver/Dark Grey","","Yes","Tracy Holloway","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"No me gusto","No me gusto","06 Jan 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Dennys","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Very comfortable","Very pretty and lots of compliments every time I wear them","08 Jun 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","tessa","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Fit as Nikes should","Great shoes","13 Feb 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Scott Stevenson","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Nike sneakrers","A bit heavy and high in the heel part but nice looking","15 Oct 2018","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Love them, well made and have support for running","Super comfortable","02 Apr 2020","Size: 7 Color: Black/White/Mtlc Cool Grey","","Yes","Shopper","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Nice purchase","Little and comfortable","17 Feb 2020","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Nelly","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Bueno","Muy lindos","15 Jan 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Lissette Cano","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Good shoe , just not true to size","Very big ,Took advice about the reviews ordered bigger size ,should have not was way too big","14 Jun 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Brenda","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_15?ie=UTF8&reviewerType=all_reviews&pageNumber=15&sortBy=recent
"
"Perfect!","Such a comfy shoe for running! I love it! And it came early, thank you!","24 Apr 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Sabrina Lincicome","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Great sneakers","Good looking sneaker very vomfortable","26 Jul 2019","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Karen P Hoven","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Very happy with my buy","I bought these for my lady and it was a very pleasurable surprise. She thanked me and I thank you for these being official Nike sneakers.","26 Oct 2018","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Jason Landrum","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Excellent","Excellent","30 Apr 2020","Size: 7.5 Color: Black/White/Mtlc Cool Grey","","Yes","Jamie pelkey","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Fits nicely, comfort and support for fast walking","I prefer it as a fast walking shoe. Nice comfort and support. Good durability","15 Jan 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Nicole Frank","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Good foe back problems","I love these sneakers. They are great foe my backz","16 Sep 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Cheryl Bowden","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Great NIKE RELAX SHOE","Comfy!!!! True to size nice colors nice arch support Glad I ordered mine","02 Mar 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Lisa M Smith","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Make you know your size.","Nice and comfy.","10 Jan 2020","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Nancy Morales","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Love them!!!","Very comfortable love them","08 Apr 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Benzy","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Very comfortable, size perfect and a great walking/exercising sneaker.","I walk 5-6 miles everyday and the Nike MaxAir and the Reax are just perfect. A little wider toe area makes them soo comfortable. I’m sold on them.","19 Dec 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Tante","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16&sortBy=recent
"
"Happy","True to size. nice shoes. pretty comfortable, takes some wearing in though.","02 Jul 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Morgan Gail Machnik","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Good","The heel looks like knock off nike","19 Dec 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Nice","Design","09 Oct 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Evelyn Marie randles","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Extremely comfortable","I’m usually a size 8 and had to get a 7","12 Jun 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","MTaylor","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Very nice looking","You have to break them in","16 Feb 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Timothy allen","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Bomb.com","They look good. They are super comfortable to wear all day on my feet. I could still kick you in the face if I had too.","07 May 2020","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","julia munson","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Good shoes for work.","Cushiony!","14 Aug 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Alley Al","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"enjoying my shoes","love hpw they look","17 Oct 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","ana","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Shoe looks wide","Like the color.","25 Jun 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","JW","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
"Superb running shoe!","Received in a timely manner from the seller.  I was afraid that nothing could replace my old Shox, but I'm glad I waited and took a chance on these.  They are great.","26 Jul 2017","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","J4ssss","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_17?ie=UTF8&reviewerType=all_reviews&pageNumber=17&sortBy=recent
"
